Datum,Glob_sevanje_mean,Hitrost_vetra_mean,Sunki_vetra_max,Padavine_sum,Vlaga_mean,Temperatura_Krvavec_mean,Temperatura_lokacija_mean,PM10,PM_vceraj,sinD,cosD
2014-01-12,0.375,1.05,5.6,0,88.3625,-0.3,5.2875,26.2,24.7,0.207911690817759,0.978147600733806
2014-01-13,0.25,0.775,2.9,0,86.925,1.1625,5.35,25.1,26.2,0.224951054343865,0.974370064785235
2014-01-14,0.25,0.4875,2.8,0,78.45,-0.15,8.1375,27.4,25.1,0.241921895599668,0.970295726275996
2014-01-15,0.125,0.75,3.1,0,96.825,-2.15,6.5625,30.2,27.4,0.258819045102521,0.965925826289068
2014-01-16,1.625,1.025,3.8,0,93.6625,-3.9,5.0875,18.8,30.2,0.275637355816999,0.961261695938319
2014-01-17,0,1.225,4.9,0.5,88.35,-1.7875,6.6,15.2,18.8,0.292371704722737,0.956304755963035
2014-01-18,0.125,0.725,3,0.8,95.7875,0.7,7.2375,23,15.2,0.309016994374947,0.951056516295154
2014-01-19,0,0.4875,2.6,6.2,98.55,1.2875,7.025,22.2,23,0.325568154457157,0.945518575599317
2014-01-20,0.5,0.875,4.9,3.4,95.225,0.0625,7.7375,17.9,22.2,0.342020143325669,0.939692620785908
2014-01-23,0.125,0.5125,2.6,1.4,93.7375,-1.775,4.9375,31.9,NA,0.390731128489274,0.92050485345244
2014-01-24,0,1.4375,4.3,15.1,93.3625,-3.6625,2.25,6.6,31.9,0.4067366430758,0.913545457642601
2014-01-25,1,1.1125,5.5,0,88.475,-7.35,-0.175,22.8,6.6,0.422618261740699,0.90630778703665
2014-01-26,0.75,1.25,3.6,0,76.2,-9.075,-1.4,28.4,22.8,0.438371146789077,0.898794046299167
2014-01-27,0.5,1.0875,3.5,0,82.9875,-6.4125,-1.5,44.7,28.4,0.453990499739547,0.891006524188368
2014-01-28,0.5,1,3.8,0.9,82.6125,-7.6125,-2.6,59.2,44.7,0.469471562785891,0.882947592858927
2014-01-29,0.875,0.675,2.5,0.7,87.0625,-9.3375,-2.6,52.6,59.2,0.484809620246337,0.874619707139396
2014-01-30,0.0875,0.6375,2.6,5.6,88.225,-4.85,-1.7125,75.6,52.6,0.5,0.866025403784439
2014-01-31,0.25,0.4125,1.6,0.7,90.325,-0.6375,-0.5625,73,75.6,0.515038074910054,0.857167300702112
2014-02-01,0.5,0.8,2.5,0.2,90.9875,0.675,-0.25,43.5,73,0.529919264233205,0.848048096156426
2014-02-02,0.3625,0.6375,2.3,2.7,90.575,0.175,-1.1875,25.4,43.5,0.544639035015027,0.838670567945424
2014-02-03,1.475,0.25,2.4,0.1,91.725,-0.7,-0.25,29.3,25.4,0.559192903470747,0.829037572555042
2014-02-04,1.225,0.5625,2.6,0.5,86.3375,-2.2375,-1.9375,47.2,29.3,0.573576436351046,0.819152044288992
2014-02-05,0.625,0.2375,2.4,1.6,91.7625,-1.975,-0.725,68.9,47.2,0.587785252292473,0.809016994374947
2014-02-06,1,0.5875,2.6,0,95.125,-3.225,0.5,52.1,68.9,0.601815023152048,0.798635510047293
2014-02-07,0.75,0.2875,2.5,1.9,97.9125,-2.8625,0.3875,24,52.1,0.615661475325658,0.788010753606722
2014-02-08,1,1.0375,5.9,10.4,97.0625,-0.5375,3.8875,23.6,24,0.629320391049837,0.777145961456971
2014-02-09,0.875,0.8375,3,4.3,97.0625,-1.8,3.5625,15.8,23.6,0.642787609686539,0.766044443118978
2014-02-10,1.5,0.725,3.9,2.3,97.7125,-5.35,0.9125,30.1,15.8,0.656059028990507,0.754709580222772
2014-02-11,0.875,0.725,2.6,16.3,96.7625,-0.5125,3.5375,24.2,30.1,0.669130606358858,0.743144825477394
2014-02-12,1.375,0.8375,3.4,10.4,94.375,-1.9,1.375,18.3,24.2,0.681998360062498,0.731353701619171
2014-02-13,2.375,0.925,3.3,5.8,95.5875,-5.3875,1.65,20.8,18.3,0.694658370458997,0.719339800338651
2014-02-14,3.625,1.6625,7.5,12.5,93.2875,-3.25,3.7875,22.1,20.8,0.707106781186547,0.707106781186548
2014-02-15,4.5,0.3875,2,0,93.55,-4.4625,0.675,28,22.1,0.719339800338651,0.694658370458997
2014-02-16,2.875,1.8625,6.9,1.8,80.0875,0.5375,9.6125,23.6,28,0.73135370161917,0.681998360062498
2014-02-17,3.05,2.225,9,32.8,91.525,-0.8625,4.4,23.6,23.6,0.743144825477394,0.669130606358858
2014-02-18,2,0.725,3.3,0,96.0375,-2.05,1.6,33.5,23.6,0.754709580222772,0.656059028990507
2014-02-19,2.625,0.825,3.2,1.3,93.775,1.7875,3.3125,49.7,33.5,0.766044443118978,0.642787609686539
2014-02-20,1.5,0.9,3.5,4.4,93.2875,-1.8625,4.4125,12.1,49.7,0.777145961456971,0.629320391049838
2014-02-21,2.125,0.3875,2.4,0,89.8375,0.0375,5.275,43.6,12.1,0.788010753606722,0.615661475325658
2014-02-22,0.375,1.375,5.7,9.3,94.2375,-1.3875,5.7875,20.8,43.6,0.798635510047293,0.601815023152048
2014-02-23,3.125,0.6625,2.1,0,95.8625,-5.775,3.45,23.9,20.8,0.809016994374947,0.587785252292473
2014-02-25,4.25,0.2125,2.4,0,94.6125,-2.7625,0.475,40.5,NA,0.829037572555042,0.559192903470747
2014-02-26,4.25,0.8125,5,0,80.6625,-3.5375,2.425,32.7,40.5,0.838670567945424,0.544639035015027
2014-02-27,3.875,1.35,5.8,0.4,77.825,-1.75,6.575,18.6,32.7,0.848048096156426,0.529919264233205
2014-02-28,5.5,0.5875,2.4,0,89.1625,-3.875,4.15,17,18.6,0.857167300702112,0.515038074910054
2014-03-01,7,0.75,3.2,1.6,91.1625,-2.9,5.2125,19.7,17,0.866025403784439,0.5
2014-03-02,2.125,1.075,4.8,0,83.175,-2.1875,6.45,29.8,19.7,0.874619707139396,0.484809620246337
2014-03-03,6.125,0.475,2.2,0,93.425,-4.175,3.2125,43,29.8,0.882947592858927,0.469471562785891
2014-03-04,1.75,1.7375,5.3,0,84.0375,-4.2,5.7875,21.7,43,0.891006524188368,0.453990499739547
2014-03-05,7.625,0.8875,4.1,0,78.425,-2.5875,6.075,31.1,21.7,0.898794046299167,0.438371146789077
2014-03-06,7.875,1.275,5.9,0,56.6875,-2.3,7.8375,27.7,31.1,0.90630778703665,0.422618261740699
2014-03-07,18.125,1.05,4,0,75.775,-0.725,6.0375,45.3,27.7,0.913545457642601,0.4067366430758
2014-03-08,17.875,0.6625,2.6,0,80.5375,-1.5625,4.8375,49.1,45.3,0.92050485345244,0.390731128489274
2014-03-09,21.5,0.3125,2.6,0,89.3125,-0.125,1.8125,44.1,49.1,0.927183854566787,0.374606593415912
2014-03-10,10.75,2.8,7.5,0,63.075,-2.5125,7.3875,36.9,44.1,0.933580426497202,0.3583679495453
2014-03-11,20.625,0.6625,2.5,0,77.9125,-2.5625,3.475,43.6,36.9,0.939692620785908,0.342020143325669
2014-03-12,26.5,0.6,2.3,0,75.025,1.3625,1.1375,59.5,43.6,0.945518575599317,0.325568154457157
2014-03-13,25,0.4625,3.3,0,75.3,0.525,3.4875,68.9,59.5,0.951056516295154,0.309016994374947
2014-03-14,26.125,0.3625,2.4,0,81.675,4.2875,2.9,67,68.9,0.956304755963035,0.292371704722737
2014-03-15,22.5,0.975,3.7,0,81.2125,4.4625,4.4,54.4,67,0.961261695938319,0.275637355816999
2014-03-16,28.875,0.8375,3.2,0,79.75,-1.1375,4.625,48.9,54.4,0.965925826289068,0.258819045102521
2014-03-17,31.75,0.5375,3.5,0,82.9375,4.9625,5.0625,47.2,48.9,0.970295726275996,0.241921895599668
2014-03-18,31.75,0.525,2.4,0,78.75,6.05,6.2875,48.1,47.2,0.974370064785235,0.224951054343865
2014-03-19,15.75,1.0375,4.6,0,78.35,4.4,9.5375,33.2,48.1,0.978147600733806,0.207911690817759
2014-03-20,38.375,0.6125,2.9,0,69.0875,1.3125,6.55,32.8,33.2,0.981627183447664,0.190808995376545
2014-03-21,35.5,0.375,2.1,0,80.3,3.6,5.9625,36,32.8,0.984807753012208,0.17364817766693
2014-03-22,15.75,1.4625,5.3,0,67.1,1.2875,9.1125,23,36,0.987688340595138,0.156434465040231
2014-03-23,3.625,1.4,7.4,0.2,80.1375,1.5625,11.8875,9.9,23,0.99026806874157,0.139173100960066
2014-03-24,2.5,0.9375,4,5.5,97.175,-3.85,4.6625,8.2,9.9,0.992546151641322,0.121869343405147
2014-03-25,20.375,0.5375,2.4,0,89.925,-6.05,3.675,16.7,8.2,0.994521895368273,0.104528463267653
2014-03-26,10.125,0.6625,3.3,0,91.5625,-5.0875,3.675,23.3,16.7,0.996194698091746,0.087155742747658
2014-03-27,20.125,1.475,4.1,0.2,74.575,-3.1,6.725,22.6,23.3,0.997564050259824,0.069756473744126
2014-03-28,24.5,1.175,5.7,0,81.025,-0.7,7.7375,25.7,22.6,0.998629534754574,0.052335956242944
2014-03-29,46,0.2625,2.3,0,83.625,0.5625,5.375,36.8,25.7,0.999390827019096,0.034899496702501
2014-03-30,50.25,0.2125,2,0,81.75,2.525,5.475,34.4,36.8,0.999847695156391,0.017452406437283
2014-03-31,48.625,0.5625,2.4,0,78.1125,4.4875,6.2,43.9,34.4,1,6.12323399573677E-17
2014-04-01,31.125,0.375,2.1,0,79.75,5.025,8.2875,42.7,43.9,0.999847695156391,-0.017452406437284
2014-04-02,39.125,0.8375,4.3,0,79.075,4.4625,8.5625,40.9,42.7,0.999390827019096,-0.034899496702501
2014-04-03,45.5,2.5375,7,0,69.9125,2.0625,11.3375,33.4,40.9,0.998629534754574,-0.052335956242944
2014-04-04,41.5,0.9375,3.2,0,79.775,3.475,9.9,42.6,33.4,0.997564050259824,-0.069756473744125
2014-04-05,3,1.5,5.7,5.5,77.3625,4.275,12.475,29.6,42.6,0.996194698091746,-0.087155742747658
2014-04-06,20.75,0.4625,2.4,0,96.2125,4.3,10.0125,25.4,29.6,0.994521895368273,-0.104528463267653
2014-04-07,28.875,0.625,2.5,0,97.0875,3.8625,9.75,25.6,25.4,0.992546151641322,-0.121869343405147
2014-04-08,66.75,0.525,2.5,1.2,87.8375,6.0625,8.975,28.4,25.6,0.99026806874157,-0.139173100960065
2014-04-09,25.5,1.6,6,1.5,87.675,0.7625,10.425,7.3,28.4,0.987688340595138,-0.156434465040231
2014-04-10,63.5,0.6375,2.5,0,72.9125,-2,5.975,14.8,7.3,0.984807753012208,-0.17364817766693
2014-04-11,24.875,1.9,6.2,0,73.6875,-0.9625,8.05,14.9,14.8,0.981627183447664,-0.190808995376545
2014-04-12,34.625,0.6,2.6,0,91.2,1.7375,5.7375,19.1,14.9,0.978147600733806,-0.207911690817759
2014-04-13,19,0.675,2.5,0,96.9,2.1125,7.975,14.9,19.1,0.974370064785235,-0.224951054343865
2014-04-14,68.75,0.5125,2.4,0,92.95,1.55,6.3625,15,14.9,0.970295726275996,-0.241921895599668
2014-04-15,55.75,1.6,5.8,0.3,77.8875,-2.575,7.775,6.9,15,0.965925826289068,-0.258819045102521
2014-04-16,84,0.8375,3.9,0,61.0875,-4.6,4.2375,10.8,6.9,0.961261695938319,-0.275637355816999
2014-04-17,74.125,1.3125,3.7,0,54.75,-4.925,4.85,15.4,10.8,0.956304755963036,-0.292371704722737
2014-04-18,83.125,0.5625,2.4,0,78.9375,0.325,4.7875,20.8,15.4,0.951056516295154,-0.309016994374947
2014-04-19,33.25,1.4375,6.7,0,49.35,1.8125,12.3375,18.1,20.8,0.945518575599317,-0.325568154457156
2014-04-20,18.25,1.15,3.9,8.5,93.8875,0.85,10.275,9.2,18.1,0.939692620785908,-0.342020143325669
2014-04-21,11.5,0.575,2.7,0.2,92.625,1.9625,9.85,10.9,9.2,0.933580426497202,-0.3583679495453
2014-04-22,28.625,0.7125,2.7,2.4,96.6375,2.7875,10.4125,11.8,10.9,0.927183854566787,-0.374606593415912
2014-04-23,41.125,0.3625,2.3,0,90.2125,4.875,10.875,16.9,11.8,0.92050485345244,-0.390731128489274
2014-04-24,29.25,0.3125,2.4,0.1,91.0375,5.25,12.6125,19.7,16.9,0.913545457642601,-0.4067366430758
2014-04-25,60.375,0.575,3.5,0,93.575,5.4375,10.9,16.1,19.7,0.90630778703665,-0.422618261740699
2014-04-26,35.875,0.725,2.5,0,88.6625,5.7625,13.05,19.8,16.1,0.898794046299167,-0.438371146789078
2014-04-27,51.75,0.45,2.7,0,87.7375,4.3,13.25,19.9,19.8,0.891006524188368,-0.453990499739547
2014-04-28,12.125,0.425,2.4,1.7,96.8125,4.3,12.6375,19.2,19.9,0.882947592858927,-0.469471562785891
2014-04-29,53.875,0.7,3.2,0.2,93.5,4.45,12.6,14.8,19.2,0.874619707139396,-0.484809620246337
2014-04-30,62.625,0.825,2.7,0,95.5625,4.325,10.875,20.9,14.8,0.866025403784439,-0.5
2014-05-01,70.75,0.5875,2.4,0,94.0625,4.875,10.3125,29.7,20.9,0.857167300702112,-0.515038074910054
2014-05-02,107.625,0.7375,2.4,0,89.7125,3.875,9.7625,14.9,29.7,0.848048096156426,-0.529919264233205
2014-05-03,41,0.5375,2.3,0,95.8875,3.775,10.5875,10.3,14.9,0.838670567945424,-0.544639035015027
2014-05-04,44,1.925,4.8,0,75.95,0.4125,9,10.2,10.3,0.829037572555042,-0.559192903470747
2014-05-05,110.875,0.6,3.5,0,74.175,-0.6625,5.975,18.7,10.2,0.819152044288992,-0.573576436351046
2014-05-06,107.625,0.4375,2.5,0,79.2375,3.8625,7.5875,20,18.7,0.809016994374947,-0.587785252292473
2014-05-07,95.25,2.55714285714286,5.5,0,55.8875,3.9,12.95,16.6,20,0.798635510047293,-0.601815023152048
2014-05-08,71.625,0.4875,2.5,0,92.175,2.975,11.2875,10.2,16.6,0.788010753606722,-0.615661475325658
2014-05-09,107.125,0.6125,2.7,0,84.7875,6.3,10.65,17.1,10.2,0.777145961456971,-0.629320391049837
2014-05-10,105.375,0.8125,3.6,0,76.6125,7.5875,13.0875,14.5,17.1,0.766044443118978,-0.642787609686539
2014-05-11,56,1.2125,4.6,0,75.75,6.25,14.875,13.7,14.5,0.754709580222772,-0.656059028990507
2014-05-13,15.875,2.2125,6.1,9.7,88.875,0.275,9.3625,7.6,NA,0.731353701619171,-0.681998360062498
2014-05-14,78.375,0.8,2.8,0,97.0875,0.425,6.7375,6.6,7.6,0.719339800338651,-0.694658370458997
2014-05-15,63.75,3.3875,13.5,0,35.4125,0.25,12.1625,7.8,6.6,0.707106781186548,-0.707106781186547
2014-05-16,43.125,3.25,11.4,0,41.4,0.1,14.3875,8.2,7.8,0.694658370458997,-0.719339800338651
2014-05-17,50.375,1.0375,6,0,69.0625,1.3875,10.725,10.4,8.2,0.681998360062499,-0.73135370161917
2014-05-18,32.5,2.4625,6.6,0.8,82.35,2.4,12.2125,10,10.4,0.669130606358858,-0.743144825477394
2014-05-19,106.125,1.7125,6.8,0,76.25,2.875,12.1,13.5,10,0.656059028990507,-0.754709580222772
2014-05-20,128,1.775,8,0,73.7,4.2375,14.2,13.8,13.5,0.642787609686539,-0.766044443118978
2014-05-21,120.875,1.0125,3.8,0,78.55,6.85,13.225,24.8,13.8,0.629320391049838,-0.777145961456971
2014-05-22,108,0.6375,3.2,0,80.65,8.8125,14.2875,25.5,24.8,0.615661475325658,-0.788010753606722
2014-05-23,108.375,0.725,2.5,0,75.825,10.0625,16.3625,33.8,25.5,0.601815023152048,-0.798635510047293
2014-05-24,118.375,0.8375,2.6,0,83.95,7.725,16.1125,28.1,33.8,0.587785252292473,-0.809016994374947
2014-05-25,84.75,0.525,2.9,0,75.7375,9.0625,14.175,23.5,28.1,0.573576436351046,-0.819152044288992
2014-05-26,102.875,0.7875,3.6,0,82.4125,9.05,16.1625,14.3,23.5,0.559192903470747,-0.829037572555042
2014-05-27,85.625,0.95,5.4,0,83.6875,6.1375,15.05,11.9,14.3,0.544639035015027,-0.838670567945424
2014-05-28,36.975,0.65,5.4,0,82.4,4.35,13.125,10.6,11.9,0.529919264233205,-0.848048096156426
2014-05-29,61.5,0.8375,2.9,0,93.7125,4.9125,13.6625,9.7,10.6,0.515038074910054,-0.857167300702112
2014-05-30,36.625,0.875,2.8,0,94.3875,5.0125,12.975,8.6,9.7,0.5,-0.866025403784439
2014-05-31,117.25,0.85,2.9,0,81.9625,1.1375,9.9125,10,8.6,0.484809620246337,-0.874619707139396
2014-06-01,53.875,1.1875,7.8,0.2,82.1,2.8625,11.0625,12.2,10,0.469471562785891,-0.882947592858927
2014-06-02,131,0.8125,2.5,0,83.8125,4.7375,11.1125,16,12.2,0.453990499739547,-0.891006524188368
2014-06-03,97.875,0.2375,2.9,0,93.0625,6.075,11.375,13.5,16,0.438371146789077,-0.898794046299167
2014-06-04,82.75,0.325,2.6,0,92.2875,4.8,11.5375,17,13.5,0.422618261740699,-0.90630778703665
2014-06-05,27.625,0.6125,2.7,1.5,91.4,6.6625,14.55,17.4,17,0.4067366430758,-0.913545457642601
2014-06-06,109.75,0.7125,2.6,0,89.3875,8.7375,14.7875,17.6,17.4,0.390731128489274,-0.92050485345244
2014-06-07,129.875,0.4625,2.1,0,83.3,10.925,16.25,19.9,17.6,0.374606593415912,-0.927183854566787
2014-06-08,132.875,0.3875,2.6,0,79.65,13.9125,17.7,21.2,19.9,0.3583679495453,-0.933580426497202
2014-06-09,131,0.325,2.6,0,80.65,13.5375,19.6125,24.8,21.2,0.342020143325669,-0.939692620785908
2014-06-10,134.375,0.3375,2.6,0,77.8875,13.55,19.5,27.3,24.8,0.325568154457157,-0.945518575599317
2014-06-11,137.375,0,1,0,77.4375,14.7125,19.5125,30.8,27.3,0.309016994374948,-0.951056516295154
2014-06-12,125.125,0.2125,2.2,0,71.6375,16.0625,20.575,32.3,30.8,0.292371704722737,-0.956304755963035
2014-06-17,86.625,0.7,2.4,0,79.275,5.5125,15.85,23,NA,0.207911690817759,-0.978147600733806
2014-06-18,112.125,0.5625,2.6,0,77.125,6.85,14.1875,31.2,23,0.190808995376545,-0.981627183447664
2014-06-19,130.125,0.625,2.7,0,81.3,8.05,13.8125,27.1,31.2,0.17364817766693,-0.984807753012208
2014-06-20,35.375,0.9125,3,0,84.7125,8.525,14.675,17.6,27.1,0.156434465040231,-0.987688340595138
2014-06-21,105.875,0.9125,2.6,0,93.75,4.9125,12.8125,6.5,17.6,0.139173100960066,-0.99026806874157
2014-06-22,132.625,0.725,2.6,0,76.4875,8.725,14.125,19.8,6.5,0.121869343405148,-0.992546151641322
2014-06-23,116.4,1.3625,5.3,0.2,74.7,10.525,19.3375,18.9,19.8,0.104528463267654,-0.994521895368273
2014-07-04,128.125,0.6375,2.3,0,84.575,9.6,15.0125,16.9,NA,-0.087155742747658,-0.996194698091746
2014-07-05,110.25,0.675,2.8,0,82.725,11.8375,17.2875,19.8,16.9,-0.104528463267653,-0.994521895368273
2014-07-06,124.625,0.4125,2,0,80.7125,11.7625,18.325,19.1,19.8,-0.121869343405148,-0.992546151641322
2014-07-07,123.375,0.7125,2.8,0.7,84.575,13.05,19.175,19.9,19.1,-0.139173100960066,-0.99026806874157
2014-07-08,34.975,1.1375,9.6,3,87.6,11.4875,19.475,9,19.9,-0.156434465040231,-0.987688340595138
2014-07-09,33.875,1.075,6.5,8.5,90.9,6.15,15.375,4.8,9,-0.17364817766693,-0.984807753012208
2014-07-10,13.125,1.7,4.3,6.5,94.575,5.3,14.075,4.6,4.8,-0.190808995376545,-0.981627183447664
2014-07-11,61.5,0.6125,2.7,0,92.2125,6.0875,13.2125,12.4,4.6,-0.207911690817759,-0.978147600733806
2014-07-12,110.25,0.825,3,0,90.1875,9.375,15.9,13.1,12.4,-0.224951054343865,-0.974370064785235
2014-07-13,28.25,0.6625,2.5,0.3,93.675,8.25,15.2125,9.4,13.1,-0.241921895599668,-0.970295726275996
2014-07-14,47.625,0.675,3.3,0.4,91.4375,9.375,16.425,13.3,9.4,-0.25881904510252,-0.965925826289068
2014-07-15,55.5,0.525,2.2,0,96.0125,10.8375,15.975,13.2,13.3,-0.275637355816999,-0.961261695938319
2014-07-16,113.75,0.4125,1.8,0,87.85,12.425,17.7875,17.3,13.2,-0.292371704722736,-0.956304755963036
2014-07-17,75.25,0.6875,3,0,82.1875,12.4125,19.65,21.8,17.3,-0.309016994374948,-0.951056516295154
2014-07-18,91,0.7125,2.9,0,92.4125,12.45,17.1125,24.5,21.8,-0.325568154457157,-0.945518575599317
2014-07-19,107.125,0.3,2.8,0,85.0625,12.8,18.6625,27.6,24.5,-0.342020143325669,-0.939692620785908
2014-07-20,102.375,0.5125,2.4,0,85.425,14.3875,19.9125,22,27.6,-0.3583679495453,-0.933580426497202
2014-07-21,35.25,1.15,10.5,3.3,75.6875,14.4125,20.35,17,22,-0.374606593415912,-0.927183854566787
2014-07-22,43.5,1.275,3.6,0.6,94.2,10.4375,15.5625,13,17,-0.390731128489274,-0.92050485345244
2014-07-23,41.25,0.5875,2.2,2,96.6625,10.5375,17.9375,13.1,13,-0.4067366430758,-0.913545457642601
2014-07-24,65,0.5125,2.4,0,96.7375,10.3125,15.0875,15.8,13.1,-0.422618261740699,-0.90630778703665
2014-07-25,22.75,0.5875,2.2,0,82.6625,11.3,18.5,19.7,15.8,-0.438371146789077,-0.898794046299167
2014-07-26,81.125,0.575,2.4,0,85.9125,10.8625,19.25,15.4,19.7,-0.453990499739546,-0.891006524188368
2014-07-27,18.75,0.675,2.6,0.8,94.9375,10.3625,16.9125,14.7,15.4,-0.469471562785891,-0.882947592858927
2014-07-28,13.125,0.6375,2.6,1.3,95.8,11,17.7125,17.5,14.7,-0.484809620246337,-0.874619707139396
2014-07-29,90.375,0.2375,1.9,0,93.1875,10.825,18.7625,12.6,17.5,-0.5,-0.866025403784439
2014-07-30,6,1.2625,8.3,16.3,96.7125,10.0375,17.625,10.9,12.6,-0.515038074910054,-0.857167300702112
2014-07-31,21.75,0.525,2,0.2,95.7875,10.7625,16.95,17.4,10.9,-0.529919264233205,-0.848048096156426
2014-08-01,33,0.3,2.4,0,96.15,11.325,18.525,13.4,17.4,-0.544639035015027,-0.838670567945424
2014-08-02,63.625,0.3125,1.7,0,93.4,11.2125,18.925,18.6,13.4,-0.559192903470747,-0.829037572555042
2014-08-03,50.125,0.5625,2.3,0,95.7125,12.2125,18.5375,14.3,18.6,-0.573576436351046,-0.819152044288992
2014-08-04,95.5,0.9625,4.8,5.5,87.1625,11.575,17.875,17.6,14.3,-0.587785252292473,-0.809016994374948
2014-08-05,39.7625,2.0375,13.4,32,93.1,9.95,16.925,7.4,17.6,-0.601815023152048,-0.798635510047293
2014-08-06,17.75,0.8875,2.6,0,96.375,9.65,16.0625,11.2,7.4,-0.615661475325658,-0.788010753606722
2014-08-07,93.5,0.5125,2.1,0,90.3625,10.0875,16.7,18.8,11.2,-0.629320391049838,-0.777145961456971
2014-08-08,80.375,0.375,2.5,0,92.275,10.8125,16.6375,18,18.8,-0.642787609686539,-0.766044443118978
2014-08-09,86.75,0.4125,1.8,0,87.9,11.7,17.7125,18.6,18,-0.656059028990507,-0.754709580222772
2014-08-10,85.25,0.65,3.3,0,83.1875,12.1375,20.425,16.3,18.6,-0.669130606358858,-0.743144825477394
2014-08-11,75.5,1.9125,5.3,0,75.475,13.5375,21.85,20.1,16.3,-0.681998360062498,-0.731353701619171
2014-08-12,65.625,1.1875,4,5.1,78.05,11.7125,21.0375,10,20.1,-0.694658370458997,-0.719339800338651
2014-08-13,20.025,1.2,4.6,0.7,91.3125,12.0625,17.1,16.1,10,-0.707106781186547,-0.707106781186548
2014-08-14,3.5,1.6125,8,15.9,96.75,10.475,18.625,5.4,16.1,-0.719339800338651,-0.694658370458998
2014-08-15,15.25,0.9625,3,0.5,94.925,6.475,13.825,8.7,5.4,-0.73135370161917,-0.681998360062499
2014-08-16,58.5,0.7,2.7,0,94.3375,6.025,13.8,9.3,8.7,-0.743144825477394,-0.669130606358858
2014-08-17,56.875,0.625,2.4,0,95.325,5.075,12.8,9.7,9.3,-0.754709580222772,-0.656059028990508
2014-08-18,82.25,0.5875,2.1,0,90.975,7.5125,12.45,12.5,9.7,-0.766044443118978,-0.642787609686539
2014-08-19,79.5,0.7375,2.3,0,87.9,8.725,14.8375,17.1,12.5,-0.777145961456971,-0.629320391049837
2014-08-20,39.375,0.6375,2.6,7.2,93.575,8.625,15.625,17.2,17.1,-0.788010753606722,-0.615661475325658
2014-08-22,20.375,1,3,0.2,89.9625,6.6875,14.6125,14.1,NA,-0.809016994374947,-0.587785252292473
2014-08-23,13.375,0.725,2.3,1,94.45,8.3625,15.5625,12.7,14.1,-0.819152044288992,-0.573576436351046
2014-08-24,40.375,0.8875,3.2,0,95.9125,6.275,14.475,7.8,12.7,-0.829037572555041,-0.559192903470747
2014-08-25,27,1.25,3,0,94.85,3.4125,13.4375,10.2,7.8,-0.838670567945424,-0.544639035015027
2014-08-26,12,0.7625,2.2,0.3,91.0375,7.5875,13.675,16.1,10.2,-0.848048096156426,-0.529919264233205
2014-08-27,24.55,0.85,2.4,6.4,97.4,10,16.65,10.4,16.1,-0.857167300702112,-0.515038074910054
2014-08-28,85.7625,1.325,3.6,0,89.475,6.4375,14.0125,12.4,10.4,-0.866025403784438,-0.5
2014-08-29,67.875,0.425,2.4,0,94.6375,8.75,11.8375,20.6,12.4,-0.874619707139396,-0.484809620246337
2014-08-30,49.625,0.3125,1.7,0,95.25,10.7,13.5375,23,20.6,-0.882947592858927,-0.469471562785891
2014-08-31,44.75,0.425,2.4,11.8,90.65,9.325,15.725,26.5,23,-0.891006524188368,-0.453990499739547
2014-09-01,6.8,2.0875,8.5,17.3,89.15,5.1375,12.0875,5.4,26.5,-0.898794046299167,-0.438371146789078
2014-09-02,8.625,0.3125,1.6,2.9,94.025,8.0875,13.15,10.4,5.4,-0.90630778703665,-0.4226182617407
2014-09-03,29.875,0.325,1.7,3,96.8,8.8,13.0875,16.2,10.4,-0.913545457642601,-0.4067366430758
2014-09-04,26.75,0.625,2.4,0.3,91.775,10.0375,16.775,33,16.2,-0.92050485345244,-0.390731128489274
2014-09-05,37.25,0.8,3.4,0,96.275,9.6625,16.6,31.9,33,-0.927183854566787,-0.374606593415912
2014-09-06,17.875,0.5625,3.1,0,94.975,9.6375,16.5375,18.2,31.9,-0.933580426497202,-0.358367949545301
2014-09-07,44.625,0.3125,2.4,0,95.1375,7.5625,14.6875,26.2,18.2,-0.939692620785908,-0.342020143325669
2014-09-08,20.375,0.475,2.1,0,97.4125,8.6375,13.675,30,26.2,-0.945518575599317,-0.325568154457157
2014-09-09,23,0.175,1.6,0,97.7125,11.7,14.975,23,30,-0.951056516295154,-0.309016994374948
2014-09-10,12.625,0.8125,4.3,2.9,94.35,9.2375,16.7875,13.6,23,-0.956304755963035,-0.292371704722737
2014-09-11,6.125,0.425,1.9,8.6,97.65,6.5375,15.025,10.4,13.6,-0.961261695938319,-0.275637355816999
2014-09-12,8.375,0.625,3.2,5.8,95.65,4.7625,11.8875,12.2,10.4,-0.965925826289068,-0.258819045102521
2014-09-13,23.625,1.5625,6.6,19.8,96.75,3.85,11.9,7.9,12.2,-0.970295726275996,-0.241921895599668
2014-09-14,24.75,0.4375,2.1,0,96.7375,5.9125,12.675,13.5,7.9,-0.974370064785235,-0.224951054343865
2014-09-15,18.625,0.2875,2,0,98.0375,7.2375,12.875,16.1,13.5,-0.978147600733806,-0.20791169081776
2014-09-16,14.875,0.625,2.7,0,97.65,7.475,13.7375,14,16.1,-0.981627183447664,-0.190808995376545
2014-09-17,18.625,0.35,1.8,0,97.625,5.8875,12.4625,18.8,14,-0.984807753012208,-0.17364817766693
2014-09-18,25.25,0.4125,2.2,0,94.0375,6,13.2,31.8,18.8,-0.987688340595138,-0.156434465040231
