Datum,Glob_sevanje_mean,Hitrost_vetra_mean,Sunki_vetra_max,Padavine_sum,Vlaga_mean,Temperatura_Krvavec_mean,Temperatura_lokacija_mean,PM10,PM_vceraj,sinD,cosD
2015-05-26,97.625,0.5,3.5,0,84.5875,5.5375,13.425,10.9,10.2,0.559192903470747,-0.829037572555042
2015-05-27,72,0.55,4.7,0,91.0875,3.1875,12.225,6,10.9,0.544639035015027,-0.838670567945424
2015-05-28,131.625,0.6875,3,0,66.6625,0.8125,10.8,12.5,6,0.529919264233205,-0.848048096156426
2015-05-29,129,0.275,2,0,84.7375,7.725,9.925,17,12.5,0.515038074910054,-0.857167300702112
2015-05-30,119.25,0.8625,3.9,0,79.1375,7.4875,13.7375,17.4,17,0.5,-0.866025403784439
2015-05-31,13.75,0.35,2.8,0,75.9125,6.7625,16.225,12.6,17.4,0.484809620246337,-0.874619707139396
2015-06-01,83.5,0.075,1.6,0,94.275,7.875,13.7875,15.7,12.6,0.469471562785891,-0.882947592858927
2015-06-02,119.875,0.125,1.7,0,79.5875,9.8875,15.5125,22.1,15.7,0.453990499739547,-0.891006524188368
2015-06-03,127,0.0375,2.3,0,82.025,12.275,17.25,24.1,22.1,0.438371146789077,-0.898794046299167
2015-06-04,129,0.1125,2.7,0,81.8875,13.875,20.1375,19.7,24.1,0.422618261740699,-0.90630778703665
2015-06-05,126.125,0.3125,2.4,0,77.625,11.525,19.45,20.9,19.7,0.4067366430758,-0.913545457642601
2015-06-06,130.5,0.225,3.5,0,81.875,13.3875,19.45,20.4,20.9,0.390731128489274,-0.92050485345244
2015-06-07,121,0.175,2.3,0,80.0375,13.9375,19.4,20,20.4,0.374606593415912,-0.927183854566787
2015-06-08,133.5,0.2625,2.3,0,70.475,10.475,18.25,22.2,20,0.3583679495453,-0.933580426497202
2015-06-09,126.5,0.2,2.4,0,74.9,10.65,18.0625,29.5,22.2,0.342020143325669,-0.939692620785908
2015-06-10,105.5,0.75,3.1,0,87.9875,8.5125,16.425,18.5,29.5,0.325568154457157,-0.945518575599317
2015-06-11,120.125,0.2625,2.1,0,81.825,10.75,18.525,25.2,18.5,0.309016994374948,-0.951056516295154
2015-06-12,126.5,0.4375,2.2,0,82.975,11.025,19.025,19.2,25.2,0.292371704722737,-0.956304755963035
2015-06-13,116.125,2.4625,6.2,0,64.125,10.825,21.275,18.5,19.2,0.275637355817,-0.961261695938319
2015-06-14,105.375,0.6625,3.4,0,68.8875,12.3,19.0875,18.3,18.5,0.258819045102521,-0.965925826289068
2015-06-15,67,0.45,2.9,0,88.15,8.9125,16.8,12.7,18.3,0.241921895599668,-0.970295726275996
2015-06-16,15,0.3875,2.9,7.5,88.9,9.1875,17.15,9.6,12.7,0.224951054343865,-0.974370064785235
2015-06-17,23.875,0.9625,6.6,2.5,92.65,6.1875,13.875,7.7,9.6,0.207911690817759,-0.978147600733806
2015-06-18,138.375,0.4625,3.2,0,74.3125,4.3625,11.9125,16.5,7.7,0.190808995376545,-0.981627183447664
2015-06-19,71,0.3875,2.7,0,79.7125,8.8625,15.025,18.5,16.5,0.17364817766693,-0.984807753012208
2015-06-20,50.125,0.8875,3.7,0,96.2125,4.4875,13.5375,5.2,18.5,0.156434465040231,-0.987688340595138
2015-06-21,51.5,0.425,3.6,0,94.7,2.95,10.9,7.5,5.2,0.139173100960066,-0.99026806874157
2015-06-22,88,0.325,2,0,88.45,5.425,11.725,8.8,7.5,0.121869343405148,-0.992546151641322
2015-06-23,22.5,0.4625,3.7,0.7,73.7375,7.8,16.0375,12.3,8.8,0.104528463267654,-0.994521895368273
2015-06-24,76.375,0.8375,4.4,1.3,96.9375,3.1625,11.6625,7.6,12.3,0.087155742747659,-0.996194698091746
2015-06-25,106.625,0.0625,2.2,0,95.0875,4.85,10.8625,9.4,7.6,0.069756473744126,-0.997564050259824
2015-06-26,132.75,0.2375,2.6,0,83.175,7.125,14.875,12.3,9.4,0.052335956242944,-0.998629534754574
2015-06-27,88.625,0.1625,2.1,0,80.8875,9.65,16.15,15.3,12.3,0.034899496702501,-0.999390827019096
2015-06-28,37.125,0.2,2.7,0,98.15,9.1625,15.0875,10,15.3,0.017452406437283,-0.999847695156391
2015-06-29,100,0.1875,2.2,0,87.5125,7.875,15.6375,14.2,10,1.22464679914735E-16,-1
2015-06-30,124.875,0.425,3.2,0,89.95,10.475,16.95,16.6,14.2,-0.017452406437283,-0.999847695156391
2015-07-01,111.25,0.25,2.4,0,81.75,11.7375,18.025,19.5,16.6,-0.034899496702501,-0.999390827019096
2015-07-02,122.25,0.1125,1.8,0,81.425,13.1875,19.2,24.4,19.5,-0.052335956242944,-0.998629534754574
2015-07-03,120.5,0.2125,3.3,0,80.3,13.925,21.725,26.4,24.4,-0.069756473744125,-0.997564050259824
2015-07-04,120.375,0.1625,2.5,0,80.65,13.9125,21.925,25.5,26.4,-0.087155742747658,-0.996194698091746
2015-07-05,120.25,0.1125,2,0,80.7875,15.7875,21.175,25.3,25.5,-0.104528463267653,-0.994521895368273
2015-07-06,113.125,0.6625,2.9,0,82.2625,18.15,22.1625,33.6,25.3,-0.121869343405148,-0.992546151641322
2015-07-11,124.625,0.1625,2.2,0,79.5,10.8375,16,13,NA,-0.207911690817759,-0.978147600733806
2015-07-12,117.5,0.275,2.6,0,74.325,14.025,19.775,14.4,13,-0.224951054343865,-0.974370064785235
2015-07-13,48.5,0.5625,3.4,0.2,72.7875,12.975,20.2625,17,14.4,-0.241921895599668,-0.970295726275996
2015-07-14,95.75,0.2375,2.8,0,91.65,10.9375,17.9875,16.4,17,-0.25881904510252,-0.965925826289068
2015-07-15,111.75,0.275,2,0,81.3875,14.275,20.6125,17.1,16.4,-0.275637355816999,-0.961261695938319
2015-07-16,98.875,0.225,2.1,0,84.9875,14.725,20.85,21.7,17.1,-0.292371704722736,-0.956304755963036
2015-07-17,109.125,0.275,2.5,0,79.2125,16.5875,22.4375,24,21.7,-0.309016994374948,-0.951056516295154
2015-07-18,102.125,0.3375,2.5,0,72.5375,15.65,22.875,24.9,24,-0.325568154457157,-0.945518575599317
2015-07-19,103.625,0.0875,1.7,0,81.5125,16.525,23.35,26.2,24.9,-0.342020143325669,-0.939692620785908
2015-07-20,103.125,0.2875,4.1,0,71.0875,16.1375,23.4375,27.9,26.2,-0.3583679495453,-0.933580426497202
2015-07-21,101.75,0.5,3.5,0,80.8625,15.6375,22.8875,24.4,27.9,-0.374606593415912,-0.927183854566787
2015-07-22,102.125,0.2375,2.3,0,78.6375,16.9625,22.85,27.5,24.4,-0.390731128489274,-0.92050485345244
2015-07-24,96.5,0.9875,3.5,14.3,73.6375,15.0125,21.8125,22.3,NA,-0.422618261740699,-0.90630778703665
2015-07-25,76.575,0.6,8.9,0,92.65,13.2625,19.7,16.1,22.3,-0.438371146789077,-0.898794046299167
2015-07-27,11.875,0.4625,3,0.5,87.375,11.2875,16.425,10.6,NA,-0.469471562785891,-0.882947592858927
2015-07-28,24.25,0.875,3.4,0.9,94.0875,8.85,16.775,10.5,10.6,-0.484809620246337,-0.874619707139396
2015-07-29,22.75,0.325,2.8,1.4,93.0625,11.8625,18.2875,11,10.5,-0.5,-0.866025403784439
2015-07-30,9.125,1.4375,10.6,15,98.6875,8.6375,16.05,6.8,11,-0.515038074910054,-0.857167300702112
2015-07-31,14.75,0.575,2.9,7.3,96.575,6.7125,13.5875,11.1,6.8,-0.529919264233205,-0.848048096156426
2015-08-01,98.625,0.425,2.5,3.7,92.5125,6.4,12.9625,15.9,11.1,-0.544639035015027,-0.838670567945424
2015-08-02,35.125,0.55,2.9,0.2,95.9375,10.7125,17.7875,12.1,15.9,-0.559192903470747,-0.829037572555042
2015-08-03,33.375,0.4125,2.7,0,84.0125,11.9625,18.825,20.9,12.1,-0.573576436351046,-0.819152044288992
2015-08-04,73.625,0.1375,2.5,0,94.9875,11.7,19.05,26.8,20.9,-0.587785252292473,-0.809016994374948
2015-08-05,38.5,0.1375,1.9,0,87.1375,15.2625,21.5125,29.8,26.8,-0.601815023152048,-0.798635510047293
2015-08-06,86.625,0.1125,2,0,91,13.925,20.7875,35.8,29.8,-0.615661475325658,-0.788010753606722
2015-08-07,84.625,0.025,1.6,0,88.6375,14.95,21.0375,35.1,35.8,-0.629320391049838,-0.777145961456971
2015-08-08,80.5,0.0625,1.3,0,87.0875,14.8125,21.7375,31.8,35.1,-0.642787609686539,-0.766044443118978
2015-08-09,87.5,0.0625,1.8,0,85.2,14.675,20.6625,25.6,31.8,-0.656059028990507,-0.754709580222772
2015-08-10,90,0.0125,1.1,0,79.3125,13.2125,19.3125,27,25.6,-0.669130606358858,-0.743144825477394
2015-08-11,42.375,0.0375,1.7,0,76.3,15,19.325,33.4,27,-0.681998360062498,-0.731353701619171
2015-08-12,50.25,0.075,2.3,0,80,15.075,18.2875,34.6,33.4,-0.694658370458997,-0.719339800338651
2015-08-13,80.875,0.1375,1.8,0,77.8875,15.275,18.7625,34.5,34.6,-0.707106781186547,-0.707106781186548
2015-08-14,77,0.075,1.5,0,80.8,15.975,20.425,34.6,34.5,-0.719339800338651,-0.694658370458998
2015-08-15,59.625,0.325,2.9,0,91,15.6,20.075,21.6,34.6,-0.73135370161917,-0.681998360062499
2015-08-16,44.125,1.3375,5.3,2.1,89.625,11.3625,18.9875,11.9,21.6,-0.743144825477394,-0.669130606358858
2015-08-17,13.875,0.45,3.4,3.4,96.225,10.0428571428571,17.75,7,11.9,-0.754709580222772,-0.656059028990508
2016-01-07,0.25,0.85,3.4,0,97.4875,-5.6375,-1.3625,45.9,NA,0.121869343405147,0.992546151641322
2016-01-08,0.5,0.725,2.9,0.1,98.675,-3.425,-3.2375,54.5,45.9,0.139173100960065,0.99026806874157
2016-01-09,0.25,0.5,1.7,1.6,97.7625,1.0375,0.925,78.3,54.5,0.156434465040231,0.987688340595138
2016-01-10,0.25,0.6,2.8,8.5,98.45,1.5375,2.3125,52.4,78.3,0.17364817766693,0.984807753012208
2016-01-11,0.125,3.075,11.6,0,82.95,1.3375,10.2125,5.4,52.4,0.190808995376545,0.981627183447664
2016-01-12,0.625,1.6125,8.5,2.8,91.3,-2.175,5.725,17.6,5.4,0.207911690817759,0.978147600733806
2016-01-13,0.375,0.6,2.6,0,97.55,-3.5375,0.5,48.6,17.6,0.224951054343865,0.974370064785235
2016-01-14,0.25,0.625,2.1,0,99.025,-4.9125,-1.775,44.8,48.6,0.241921895599668,0.970295726275996
2016-01-15,0,0.95,4.8,4.6,97.375,-4.8625,1.0625,29.7,44.8,0.258819045102521,0.965925826289068
2016-01-16,0.25,1.075,4,0,96.6625,-10.1625,-0.7,21.2,29.7,0.275637355816999,0.961261695938319
2016-01-17,0.15,0.8125,3.9,0,80.9375,-11.15,-3.45,27.1,21.2,0.292371704722737,0.956304755963035
2016-01-18,0.625,1.175,4.4,0,77.6375,-12.1125,-3.8,32.5,27.1,0.309016994374947,0.951056516295154
2016-01-19,0.75,0.5125,1.6,0,88.7625,-12.1625,-7.2875,61.2,32.5,0.325568154457157,0.945518575599317
2016-01-20,0.375,0.6125,2.1,0,87.95,-7.125,-6.975,66.6,61.2,0.342020143325669,0.939692620785908
2016-01-21,0.225,0.475,1.9,0,85.3875,-7.075,-5.625,58.3,66.6,0.3583679495453,0.933580426497202
2016-01-22,0.5,0.5125,2.2,0,78.4375,-11.05,-3,39,58.3,0.374606593415912,0.927183854566787
2016-01-23,0.625,0.45,1.6,0,88.2875,-2.725,-6.375,71.8,39,0.390731128489274,0.92050485345244
2016-01-24,1.125,0.475,1.4,0,90.5875,-3.575,-6.5375,96,71.8,0.4067366430758,0.913545457642601
2016-01-25,0.625,0.4625,1.7,0,86.025,1.825,-1.0125,86.7,96,0.422618261740699,0.90630778703665
2016-01-26,1.625,0.45,1.9,0,85.95,7.5125,-0.8125,84.8,86.7,0.438371146789077,0.898794046299167
2016-01-27,1.5,0.375,1.5,0,91.675,7.3625,-1.3125,49.8,84.8,0.453990499739547,0.891006524188368
2016-01-28,0.625,1.1125,4.9,0,79.1,0.0125,5.4375,39.7,49.8,0.469471562785891,0.882947592858927
2016-01-29,1.375,1.0875,3.3,0,87.6375,1.7875,3.375,47.2,39.7,0.484809620246337,0.874619707139396
2016-01-30,0.875,0.6875,2.4,0,90.125,1.0375,2.7625,32,47.2,0.5,0.866025403784439
2016-02-02,0.625,1.375,8.1,0,80.425,5.85,8.6625,20.2,NA,0.544639035015027,0.838670567945424
2016-02-03,0.2375,2,8.7,0.1,78.7625,0.9125,10.25,8.3,20.2,0.559192903470747,0.829037572555042
2016-02-04,1.875,1.2125,4.4,0.3,93.6625,-7.125,1.8,15.8,8.3,0.573576436351046,0.819152044288992
2016-02-05,2,0.525,3.2,0,92.125,-4.8875,-0.3,29,15.8,0.587785252292473,0.809016994374947
2016-02-06,2.25,0.75,2.4,0,90.225,-2.625,-0.725,25.6,29,0.601815023152048,0.798635510047293
2016-02-07,1.625,2.325,7.4,0.2,75.8375,-2.875,7.025,14.2,25.6,0.615661475325658,0.788010753606722
2016-02-08,0.5,0.9125,2.5,3.4,95.0875,-0.125,6.9,13.7,14.2,0.629320391049837,0.777145961456971
2016-02-16,1.75,0.85,2.5,0.9,97.2,-3.4875,1.1875,15.3,NA,0.73135370161917,0.681998360062498
2016-02-17,1.25,1.25,5.2,6.9,94.2875,-4.475,1.725,13.1,15.3,0.743144825477394,0.669130606358858
2016-02-18,0.875,0.9125,3.6,0.9,96.325,-0.7875,1.8375,22,13.1,0.754709580222772,0.656059028990507
2016-02-19,0.75,0.5875,2.1,1.8,97.0625,-1.125,3.7,20.7,22,0.766044443118978,0.642787609686539
2016-02-20,1.625,0.75,2.9,0,93.65,-6.7,3.075,11.8,20.7,0.777145961456971,0.629320391049838
2016-02-21,3.5,0.7375,4.4,0,91.9,-2.7375,0.7625,19,11.8,0.788010753606722,0.615661475325658
2016-02-22,1,2.425,7.8,0,73.3625,6.075,8.0125,19.6,19,0.798635510047293,0.601815023152048
2016-02-23,0.875,2.075,7.3,0.4,82.125,0.975,10.3125,18.6,19.6,0.809016994374947,0.587785252292473
2016-02-24,4,2.8375,9.7,0.4,81.85,-4.75,5.6125,10.5,18.6,0.819152044288992,0.573576436351046
2016-02-25,3.25,0.6125,2.3,0,81.25,-5.6375,1.7125,27.9,10.5,0.829037572555042,0.559192903470747
2016-02-26,1.5,1.925,5.7,0.8,87.95,-5.3,2.8,18.2,27.9,0.838670567945424,0.544639035015027
2016-02-27,2.75,0.55,2.2,0,93.3125,-7.2125,-0.5,28.7,18.2,0.848048096156426,0.529919264233205
2016-02-28,1.625,0.6125,2.4,2.7,95.05,-0.8375,1.55,30.4,28.7,0.857167300702112,0.515038074910054
2016-02-29,1.25,0.9,3.2,6,96.7875,-0.3875,4.4125,22.1,30.4,0.866025403784439,0.5
2016-03-01,2,0.6875,2.9,10.9,96.4375,-2.6875,4.5875,15.1,22.1,0.874619707139396,0.484809620246337
2016-03-02,3.375,0.7,2.4,0,98.5625,-3.9625,1.3625,29.2,15.1,0.882947592858927,0.469471562785891
2016-03-03,0.75,2.1625,7.6,11.5,91.4125,-3.875,3.225,14.4,29.2,0.891006524188368,0.453990499739547
2016-03-04,7.5,1.8875,4.6,0,85.6875,-6.0625,2.0875,12.2,14.4,0.898794046299167,0.438371146789077
2016-03-05,2.375,1.3375,5.7,3.1,72.525,-4.95,2.4375,23.7,12.2,0.90630778703665,0.422618261740699
2016-03-06,31.375,1.0125,4.9,1.7,95.6,-2.725,4,7.8,23.7,0.913545457642601,0.4067366430758
2016-03-07,4.25,1.4375,4.9,14.5,93.5,-4.15,2.6625,9.9,7.8,0.92050485345244,0.390731128489274
2016-03-08,3.875,1.075,2.7,1.6,94.9125,-5.575,2.0875,17.3,9.9,0.927183854566787,0.374606593415912
2016-03-09,5.375,1.25,3.9,0.4,87.65,-6.45,2.6375,18.3,17.3,0.933580426497202,0.3583679495453
2016-03-10,16.625,0.7375,5.3,0,85.9,-4.4875,3.125,26.4,18.3,0.939692620785908,0.342020143325669
2016-03-11,3.75,1.425,4.1,0,69.5,-2.0375,5.65,24.5,26.4,0.945518575599317,0.325568154457157
2016-03-12,19.625,1.0875,3.8,0,82.5875,-2.625,4.925,21.6,24.5,0.951056516295154,0.309016994374947
2016-03-13,6.25,4.3125,10.1,0,69.3125,-3.725,5.3125,10.2,21.6,0.956304755963035,0.292371704722737
2016-03-14,6.75,3.4375,8.3,0,68.5375,-4.65,4.6625,15.9,10.2,0.961261695938319,0.275637355816999
2016-03-15,13,0.5125,2.1,0,79.2125,-4.325,0.2625,25.1,15.9,0.965925826289068,0.258819045102521
2016-03-16,9.5,0.9,2.9,0,91.95,-8.625,0.1625,20.3,25.1,0.970295726275996,0.241921895599668
2016-03-17,30.875,0.375,1.5,0,79.15,-5.625,3.625,34.5,20.3,0.974370064785235,0.224951054343865
2016-03-18,36.625,0.4625,1.4,0,85.9375,-0.2875,0.5125,42.6,34.5,0.978147600733806,0.207911690817759
2016-03-19,36.25,0.575,2,0,80.1875,1.175,2.55,40,42.6,0.981627183447664,0.190808995376545
2016-03-20,34.25,0.55,2.4,0,79.3125,-0.5375,3.6875,31.3,40,0.984807753012208,0.17364817766693
2016-03-21,31.875,1.275,5.6,0,75.2875,-0.525,6.35,31.3,31.3,0.987688340595138,0.156434465040231
2016-03-22,17.375,0.625,2.5,0,86.2875,-1.4375,7.125,19.1,31.3,0.99026806874157,0.139173100960066
2016-03-23,21.75,3.4125,7.6,0,61.4375,-5.0375,6.0125,11.5,19.1,0.992546151641322,0.121869343405147
2016-03-24,22,0.9125,3.6,0,65.7625,-4.45,2.925,21.6,11.5,0.994521895368273,0.104528463267653
2016-03-25,27.625,0.825,2.3,0,64.0125,-5.525,2.5,22.8,21.6,0.996194698091746,0.087155742747658
2016-03-26,36.125,1.1,4.6,0,63.825,-2.625,6.9375,22.5,22.8,0.997564050259824,0.069756473744126
2016-03-27,47.625,0.575,3,0,84.0125,-0.4625,3.5625,26.1,22.5,0.998629534754574,0.052335956242944
2016-03-28,11,0.7,3.8,0,73.4375,-0.9375,6.7375,19.8,26.1,0.999390827019096,0.034899496702501
2016-03-29,28.75,1.4625,4.2,0,77.025,0.15,10.5625,17.2,19.8,0.999847695156391,0.017452406437283
2016-03-30,38.25,1.7625,7.5,0,76.0625,1.375,10.1,22.3,17.2,1,6.12323399573677E-17
2016-03-31,32.25,1.5625,7.1,0.1,78.35,2.275,12,23.6,22.3,0.999847695156391,-0.017452406437284
2016-04-01,35.625,1.7625,5.8,0,69.9375,3,13.15,31.3,23.6,0.999390827019096,-0.034899496702501
2016-04-02,21.625,1.4,3.7,0,63.075,2.725,10.5625,18.8,31.3,0.998629534754574,-0.052335956242944
2016-04-03,42.25,0.3625,1.4,0,83.95,8.425,5.9625,26.1,18.8,0.997564050259824,-0.069756473744125
2016-04-04,50.125,1.6875,7.2,0,69.3,5.7375,10.8125,23.6,26.1,0.996194698091746,-0.087155742747658
2016-04-05,40.25,0.6875,3.9,0,80.9625,4.7625,10.3625,34.3,23.6,0.994521895368273,-0.104528463267653
2016-04-06,50.125,0.6125,2.8,0,69.6875,7.1125,10.3625,43.7,34.3,0.992546151641322,-0.121869343405147
2016-04-07,55.625,0.675,2.4,0,71.1125,6.625,11.3125,32.9,43.7,0.99026806874157,-0.139173100960065
2016-04-08,11.125,0.6625,2.9,1.1,68.2875,5.3625,13.7875,24,32.9,0.987688340595138,-0.156434465040231
2016-04-09,8.375,0.9375,3.9,4.2,89.9625,1.7625,9.9125,7.3,24,0.984807753012208,-0.17364817766693
2016-04-10,11.625,1.075,4.1,0,92.1625,1.2125,9.5625,10.9,7.3,0.981627183447664,-0.190808995376545
2016-04-11,48.375,0.8,2.7,0,75.025,1.4125,10.5375,14.5,10.9,0.978147600733806,-0.207911690817759
2016-04-12,74.625,2.0625,7.8,0,68.35,3.125,11.1375,18,14.5,0.974370064785235,-0.224951054343865
2016-04-13,60.125,1.4375,5.2,0,69.0375,2.9625,11.3875,25.5,18,0.970295726275996,-0.241921895599668
2016-04-14,2.8,1.8375,9,20.6,85.825,2.5,11.475,15.6,25.5,0.965925826289068,-0.258819045102521
2016-04-15,46.75,0.625,2.4,0,89.5625,1.3125,8.1625,15.8,15.6,0.961261695938319,-0.275637355816999
2016-04-16,79.5,2.2125,6.3,0,64.525,2.4875,12.4875,13.4,15.8,0.956304755963036,-0.292371704722737
2016-04-17,46.875,1.975,6.8,0,62.725,3.725,14.1375,23.7,13.4,0.951056516295154,-0.309016994374947
2016-04-18,57,1.3625,7.1,0.2,69.825,4.4625,13.3625,27.1,23.7,0.945518575599317,-0.325568154457156
2016-04-19,20.9625,1.575,5.1,0,71.9625,2,11.2125,13.1,27.1,0.939692620785908,-0.342020143325669
2016-04-20,60,0.65,2.2,0,92.4625,0.275,5.575,18.1,13.1,0.933580426497202,-0.3583679495453
2016-04-21,75.75,0.5375,2.2,0,81.7375,0.7375,6.175,22.4,18.1,0.927183854566787,-0.374606593415912
2016-04-22,63.2,0.6875,2.8,0,78.3625,5.1625,9.0625,23.6,22.4,0.92050485345244,-0.390731128489274
2016-04-23,65.375,0.9125,4.7,0,73.4875,1.8375,9.2125,13.3,23.6,0.913545457642601,-0.4067366430758
2016-04-24,20.875,0.5875,2.6,1.1,87.25,1.025,10.45,7.8,13.3,0.90630778703665,-0.422618261740699
2016-04-25,58.75,0.8625,3.1,0,84.2625,-5.8,3.8375,10.1,7.8,0.898794046299167,-0.438371146789078
2016-04-26,63.875,0.825,2.3,0,76.7,-5.6375,3.2625,15.6,10.1,0.891006524188368,-0.453990499739547
2016-04-27,43.375,1.4,9.6,0,87.35,-0.725,7.625,7.5,15.6,0.882947592858927,-0.469471562785891
2016-04-28,18.5,1,3,1.2,93.925,-6.7125,0.9375,12.9,7.5,0.874619707139396,-0.484809620246337
2016-04-29,46.25,0.7125,2.3,0,92.0125,-2.7875,2.4625,15.8,12.9,0.866025403784439,-0.5
2016-04-30,106.75,0.4625,2,0,87.9714285714286,0.6875,2.75714285714286,18.9,15.8,0.857167300702112,-0.515038074910054
2016-05-02,10.875,0.825,3.1,0.4,91.5875,2.1375,9.3625,7.8,NA,0.838670567945424,-0.544639035015027
2016-05-03,44.5,0.8125,3.4,0,78.025,2.875,11.175,17.1,7.8,0.829037572555042,-0.559192903470747
2016-05-04,55.625,1.75,3.6,0,76.2875,2.4875,10.0375,12.9,17.1,0.819152044288992,-0.573576436351046
2016-05-05,26.625,0.95,4.8,0.5,68.2625,0.925,10.5125,14.1,12.9,0.809016994374947,-0.587785252292473
2016-05-06,101.875,0.8375,2.7,0,80.6875,4.625,10.1625,20.8,14.1,0.798635510047293,-0.601815023152048
2016-05-07,105.625,0.575,2,0,82.9625,4.8625,10.525,20.3,20.8,0.788010753606722,-0.615661475325658
2016-05-08,79.125,0.55,2.8,0,92.2625,4.925,9.6125,13.1,20.3,0.777145961456971,-0.629320391049837
2016-05-09,32.5,0.55,2.4,0,95.675,3.9125,9.4875,15.1,13.1,0.766044443118978,-0.642787609686539
2016-05-10,21.75,0.725,3.3,0,73.075,4.1,12.525,22.9,15.1,0.754709580222772,-0.656059028990507
2016-05-11,59.925,0.6125,2.4,0.1,85.325,4.5375,11.4,24.4,22.9,0.743144825477394,-0.669130606358858
2016-05-12,7.625,1.0625,4.1,11.5,94.925,5.3875,12.975,9.1,24.4,0.731353701619171,-0.681998360062498
2016-05-13,51.025,2.15,7.8,2.3,87.05,2.5625,12.1375,6.6,9.1,0.719339800338651,-0.694658370458997
2016-05-14,40.625,0.6,3.4,2.5,91.025,3.725,11.975,9.5,6.6,0.707106781186548,-0.707106781186547
2016-05-15,12.625,0.6375,4.8,18.1,92.6875,1.2625,10.9,6.9,9.5,0.694658370458997,-0.719339800338651
2016-05-16,87.625,0.675,2.2,0,89.2875,-2.5375,7.6125,10.8,6.9,0.681998360062499,-0.73135370161917
2016-05-17,87.375,0.8,2.5,0,90.2875,0.3625,6.4375,10.7,10.8,0.669130606358858,-0.743144825477394
2016-05-18,100.375,0.7125,2.4,0,83.4,1.575,8.825,10.3,10.7,0.656059028990507,-0.754709580222772
2016-05-19,21.0875,1.2125,6.3,0,72.9,2.125,10.075,17.6,10.3,0.642787609686539,-0.766044443118978
2016-05-20,66.25,0.7125,2.5,0,87.25,3.95,11.9375,14.2,17.6,0.629320391049838,-0.777145961456971
2016-05-21,126.875,0.4375,2.2,0,86.75,6.75,10.475,17.7,14.2,0.615661475325658,-0.788010753606722
2016-05-22,121.25,0.325,1.9,0,79.4125,8.1875,12.85,17.7,17.7,0.601815023152048,-0.798635510047293
2016-05-23,102.625,1.5,7.8,0,64.8375,8.1875,15.675,17.7,17.7,0.587785252292473,-0.809016994374947
2016-05-24,72.15,1.5,4.9,0,84.225,1.6,11.7125,10.7,17.7,0.573576436351046,-0.819152044288992
2016-05-26,121.875,0.625,2.6,0,75.775,10.275,14.65,19.7,NA,0.544639035015027,-0.838670567945424
2016-05-27,125.625,0.5875,1.9,0,85.85,10.05,15.3875,16.4,19.7,0.529919264233205,-0.848048096156426
2016-05-28,126.875,0.475,1.8,0,67.0875,11.975,16.1625,24.1,16.4,0.515038074910054,-0.857167300702112
2016-05-29,101.875,0.8375,3,0,68.1375,9.8125,17.6625,19.4,24.1,0.5,-0.866025403784439
2016-05-30,73.2,1.0375,6.1,0.2,89.3375,6.0875,14.7125,11.9,19.4,0.484809620246337,-0.874619707139396
2016-05-31,52.075,1.1,4.9,1.7,89.7125,5.1125,13.7375,8.7,11.9,0.469471562785891,-0.882947592858927
2016-06-01,55.875,1.0125,3,0.2,90.25,4.2125,12.5625,9.5,8.7,0.453990499739547,-0.891006524188368
2016-06-02,45.25,0.5875,2.5,0,85.225,5.5625,13.7625,11.1,9.5,0.438371146789077,-0.898794046299167
2016-06-03,117.375,0.7375,2.9,0,83.425,7.5875,13.825,10.2,11.1,0.422618261740699,-0.90630778703665
2016-06-04,134.375,0.975,3.6,0,79.35,9.2375,14.9625,12.4,10.2,0.4067366430758,-0.913545457642601
2016-06-05,115.625,0.875,3.5,0,81.2,9.35,16.05,12.2,12.4,0.390731128489274,-0.92050485345244
2016-06-06,73.375,0.75,3.3,0,90.7,9.3,15.075,14.3,12.2,0.374606593415912,-0.927183854566787
2016-06-07,103.625,0.6,2.2,0,88.3875,8.8,15.075,19.5,14.3,0.3583679495453,-0.933580426497202
2016-06-08,106.125,0.8875,2.5,0,83.675,8.4875,16.825,17.5,19.5,0.342020143325669,-0.939692620785908
2016-06-09,26.975,0.575,2,0.4,90.7875,8.1375,15.825,12.7,17.5,0.325568154457157,-0.945518575599317
2016-06-10,13.875,0.9625,3,10.2,93.025,6.5375,14.7875,12.3,12.7,0.309016994374948,-0.951056516295154
2016-06-11,115.025,0.6625,2.8,0.2,89.2375,7.925,14.475,14.2,12.3,0.292371704722737,-0.956304755963035
2016-06-12,70.9,1.1625,3.7,18.2,90.5375,7.375,15.325,6.9,14.2,0.275637355817,-0.961261695938319
2016-06-13,40.5,0.4125,1.9,0.2,91.025,7.5125,15.3625,8.7,6.9,0.258819045102521,-0.965925826289068
2016-06-14,111.475,0.5875,2.6,0.4,83.925,8.4,15.2125,12.8,8.7,0.241921895599668,-0.970295726275996
2016-06-15,14.325,1.3,6.9,36,93.7,6.2875,15.2,8.4,12.8,0.224951054343865,-0.974370064785235
2016-06-16,101.125,0.925,2.9,0.2,85.275,8.1125,16.55,21.9,8.4,0.207911690817759,-0.978147600733806
2016-06-17,96.275,2.7625,9.7,5.6,82.175,9.7,19.425,13.1,21.9,0.190808995376545,-0.981627183447664
2016-06-18,138,0.7375,2.5,0,77.975,7.6625,15.4,14,13.1,0.17364817766693,-0.984807753012208
